Timestamp,Platform,Project,Result,Seconds
1539111376,Android,CES 2018,finished,226
1539111152,Android,CES 2018,started,n/a
1539108472,iOS,CharlesSchwab,finished,929
1539107543,iOS,CharlesSchwab,started,n/a
1539107121,iOS,CES,finished,1084
1539106037,iOS,CES,started,n/a
1539103015,iOS,CES,failed,n/a
1539102160,iOS,CES,started,n/a
1539102089,iOS,CES,started,n/a
1539099203,iOS,SAPConnect,failed,n/a
1539098035,iOS,CES,failed,n/a
1539097323,iOS,SAPConnect,started,n/a
1539097266,iOS,CES,started,n/a
1539097152,iOS,CES,started,n/a
1539096750,iOS,CES,started,n/a
1539095267,iOS,SAPConnect,started,n/a
1539081342,iOS,SAPSelect,finished,1807
1539079535,iOS,SAPSelect,started,n/a
1539078286,iOS,SAPSelect,started,n/a
1539007928,Android,SAP Connect,finished,177
1539007754,Android,SAP Connect,started,n/a
1539007619,Android,SAP Select,finished,221
1539007401,Android,SAP Select,started,n/a
1538798703,iOS,DXC,finished,2699
1538796003,iOS,DXC,started,n/a
1538795345,iOS,DXC,started,n/a
1538784917,iOS,SXSWGo,finished,2561
1538784271,Android,SXSW GO,finished,190
1538784080,Android,SXSW GO,started,n/a
1538783538,iOS,ESRI,failed,n/a
1538782356,iOS,SXSWGo,started,n/a
1538782186,iOS,ESRI,started,n/a
1538781619,iOS,ESRI,failed,n/a
1538780338,iOS,ESRI,started,n/a
1538779161,iOS,ESRI,started,n/a
1538777898,Android,DXC,finished,143
1538777756,Android,DXC,started,n/a
1538777633,Android,Esri Events,finished,216
1538777420,Android,Esri Events,started,n/a
1538775668,iOS,SXSWGo,failed,n/a
1538774173,iOS,SXSWGo,started,n/a
1538767880,iOS,RSAConference,started,n/a
1538767306,iOS,ESRI,failed,n/a
1538763333,iOS,ESRI,started,n/a
1538763095,iOS,ESRI,started,n/a
1538762760,iOS,CiscoLive,finished,1728
1538762190,iOS,ESRI,failed,n/a
1538761440,iOS,ESRI,started,n/a
1538761032,iOS,CiscoLive,started,n/a
1538760576,iOS,ESRI,started,n/a
1538759455,iOS,ESRI,failed,n/a
1538759296,iOS,ESRI,started,n/a
1538700541,iOS,SXSWGo,finished,2105
1538698436,iOS,SXSWGo,started,n/a
1538698370,iOS,SXSWGo,started,n/a
1538698179,iOS,SXSWGo,started,n/a
1538698135,iOS,SXSWGo,started,n/a
1538697277,iOS,SXSWGo,started,n/a
1538697276,Android,AU Vegas,finished,123
1538697158,Android,AU Vegas,started,n/a
1538697058,Android,AU Vegas,finished,231
1538696835,Android,AU Vegas,started,n/a
1538696437,iOS,IBMEvents,finished,2294
1538695182,Android,SXSW GO,finished,169
1538695012,Android,SXSW GO,started,n/a
1538694143,iOS,IBMEvents,started,n/a
1538693674,Build,n/a,failed,n/a
1538693639,Android,SXSW GO,started,n/a
1538692630,iOS,IBMEvents,started,n/a
1538692249,iOS,SXSWGo,started,n/a
1538691874,iOS,SXSWGo,started,n/a
1538614992,iOS,Sundance,finished,2653
1538612339,iOS,Sundance,started,n/a
1538607474,iOS,IBMEvents,finished,2188
1538606833,Android,AAN Conferences,finished,147
1538606689,Android,AAN Conferences,started,n/a
1538606490,iOS,AAN2017,finished,2745
1538605286,iOS,IBMEvents,started,n/a
1538603744,iOS,AAN2017,started,n/a
1538602965,Android,TD Ameritrade Institutional Events,finished,75
1538602892,Android,TD Ameritrade Institutional Events,started,n/a
1538602126,iOS,IBMEvents,finished,1834
1538601749,iOS,INCmty,finished,1894
1538600293,iOS,IBMEvents,started,n/a
1538599856,iOS,INCmty,started,n/a
1538599754,iOS,INCmty,failed,n/a
1538598947,iOS,INCmty,started,n/a
1538598519,Android,INCmty,finished,269
1538598385,iOS,IBMEvents,finished,2038
1538598256,Android,INCmty,started,n/a
1538598137,Android,Cisco Events,finished,283
1538597862,Android,Cisco Events,started,n/a
1538596348,iOS,IBMEvents,started,n/a
1538590849,iOS,IBMEvents,started,n/a
1538589601,iOS,TDAmeritrade,finished,1409
1538588192,iOS,TDAmeritrade,started,n/a
1538586962,iOS,TDAmeritrade,failed,n/a
1538579066,iOS,SAPSelect,failed,n/a
1538578773,iOS,SAPSelect,started,n/a
1538578681,iOS,SAPSelect,started,n/a
1538578564,iOS,SAPSelect,started,n/a
1538578403,iOS,SAPSelect,started,n/a
1538527496,iOS,Sundance,finished,2964
1538524909,iOS,TDAmeritrade,started,n/a
1538524729,iOS,TDAmeritrade,started,n/a
1538524532,iOS,Sundance,started,n/a
1538524447,iOS,TDAmeritrade,failed,n/a
1538524405,iOS,TDAmeritrade,started,n/a
1538524142,iOS,Sundance,started,n/a
1538524085,iOS,TDAmeritrade,failed,n/a
1538524043,iOS,TDAmeritrade,started,n/a
1538523889,iOS,TDAmeritrade,started,n/a
1538523888,iOS,Sundance,started,n/a
1538523756,iOS,TDAmeritrade,started,n/a
1538523752,iOS,Sundance,started,n/a
1538523656,iOS,Sundance,started,n/a
1538523480,iOS,Sundance,started,n/a
1538523354,iOS,IBMEvents,started,n/a
1538522714,iOS,IBMEvents,failed,n/a
1538522642,iOS,IBMEvents,started,n/a
1538519498,iOS,McAfee,started,n/a
1538519069,Android,TwitchCon,finished,149
1538518921,Android,TwitchCon,started,n/a
1538517057,iOS,Twitch,finished,2242
1538514866,Android,Cisco Events,finished,334
1538514816,iOS,Twitch,started,n/a
1538514539,Android,Cisco Events,started,n/a
1538513188,iOS,CharlesSchwab,finished,840
1538512348,iOS,CharlesSchwab,started,n/a
1538506793,Android,Zillow Events,finished,110
1538506685,Android,Zillow Events,started,n/a
1538481572,iOS,SAPSelect,started,n/a
1538480684,Android,SAP Select,finished,224
1538480464,Android,SAP Select,started,n/a
1538190292,Android,TwitchCon,finished,162
1538190132,Android,TwitchCon,started,n/a
1538188109,iOS,Twitch,finished,2689
1538185378,iOS,Twitch,started,n/a
1538150651,Android,SAP Connect,finished,179
1538150474,Android,SAP Connect,started,n/a
1538150242,iOS,SAPConnect,finished,1324
1538148918,iOS,SAPConnect,started,n/a
1538148469,iOS,SAPConnect,started,n/a
1538137605,Android,SAP Connect,finished,148
1538137459,Android,SAP Connect,started,n/a
1538137100,Android,SAP Connect,finished,170
1538136932,Android,SAP Connect,started,n/a
1538136349,iOS,SAPConnect,finished,1186
1538135163,iOS,SAPConnect,started,n/a
1538131946,Android,Ignite \'18 Europe,finished,154
1538131795,Android,Ignite \'18 Europe,started,n/a
1538110605,Android,Zillow Events,finished,237
1538110374,Android,Zillow Events,started,n/a
1538082146,Android,AAN Conferences,finished,239
1538081909,Android,AAN Conferences,started,n/a
1538075884,iOS,IBMEvents,finished,809
1538075076,iOS,IBMEvents,started,n/a
1538073980,iOS,IBMEvents,finished,1080
1538072901,iOS,IBMEvents,started,n/a
1538072778,iOS,IBMEvents,started,n/a
1538072545,iOS,IBMEvents,started,n/a
1538072453,iOS,IBMEvents,started,n/a
1538070187,iOS,IBMEvents,started,n/a
1538046457,iOS,SAPConnect,finished,1018
1538045440,iOS,SAPConnect,started,n/a
1538009724,Android,Zillow Events,finished,211
1538009516,Android,Zillow Events,started,n/a
1538005439,iOS,CharlesSchwab,finished,1336
1538005285,iOS,IBMEvents,started,n/a
1538004794,iOS,IBMEvents,failed,n/a
1538004752,iOS,IBMEvents,started,n/a
1538004126,iOS,IBMEvents,failed,n/a
1538004104,iOS,CharlesSchwab,started,n/a
1538004087,iOS,IBMEvents,started,n/a
1538003972,iOS,IBMEvents,failed,n/a
1538003926,iOS,IBMEvents,started,n/a
1538002234,iOS,IBMEvents,started,n/a
1538001100,iOS,IBMEvents,failed,n/a
1538001007,iOS,IBMEvents,started,n/a
1537999761,iOS,Sundance,finished,3871
1537995890,iOS,Sundance,started,n/a
1537995046,iOS,Sundance,failed,n/a
1537994109,iOS,Sundance,started,n/a
1537994069,iOS,Sundance,started,n/a
1537993980,iOS,Sundance,started,n/a
1537993937,iOS,Sundance,started,n/a
1537987806,iOS,IBMEvents,failed,n/a
1537987723,iOS,IBMEvents,started,n/a
1537971046,Android,APM 2018,finished,185
1537970862,Android,APM 2018,started,n/a
1537947669,iOS,DXC,finished,3690
1537943938,iOS,DXC,started,n/a
1537943628,iOS,DXC,started,n/a
1537902722,iOS,INCmty,finished,3279
1537899442,iOS,INCmty,started,n/a
1537897937,Android,HIMSS Events,finished,224
1537897917,iOS,Twitch,finished,831
1537897720,Android,HIMSS Events,started,n/a
1537897085,iOS,Twitch,started,n/a
1537893301,Android,ZillowEvents,finished,394
1537892916,Android,ZillowEvents,started,n/a
1537834186,iOS,HIMSSevents,finished,3309
1537832557,Android,Twitch Events,finished,174
1537832384,Android,Twitch Events,started,n/a
1537830878,iOS,HIMSSevents,started,n/a
1537826030,Android,HIMSS Events,finished,194
1537825842,Android,HIMSS Events,started,n/a
1537820948,Android,HIMSS Events,finished,190
1537820766,Android,HIMSS Events,started,n/a
1537817485,Android,HIMSS Events,finished,300
1537817206,Android,HIMSS Events,started,n/a
1537798064,iOS,SAPConnect,finished,1091
1537796973,iOS,SAPConnect,started,n/a
1537662916,Android,MS Events,finished,103
1537662815,Android,MS Events,started,n/a
1537661900,Android,MS Events,finished,195
1537661707,Android,MS Events,started,n/a
1537570463,Android,SXSW GO,finished,191
1537570273,Android,SXSW GO,started,n/a
1537555790,iOS,Twitch,finished,742
1537555048,iOS,Twitch,started,n/a
1537554866,iOS,Twitch,failed,n/a
1537554675,Android,AU Vegas,finished,122
1537554556,Android,AU Vegas,started,n/a
1537554508,Android,AU Vegas,finished,175
1537554344,Android,AU Vegas,started,n/a
1537554150,iOS,Twitch,started,n/a
1537493041,Android,HIMSS Events,finished,238
1537492809,Android,HIMSS Events,started,n/a
1537491134,Android,SXSW GO,finished,216
1537490919,Android,SXSW GO,started,n/a
1537488923,Android,AAN Conferences,finished,88
1537488836,Android,AAN Conferences,started,n/a
1537488501,iOS,TableauConf,failed,n/a
1537487945,iOS,TableauConf,started,n/a
1537487454,Android,DXC,finished,140
1537487316,Android,DXC,started,n/a
1537487110,Build,n/a,failed,n/a
1537487007,Android,AAN Conferences,started,n/a
1537486978,Android,AAN Conferences,started,n/a
1537486829,iOS,DXC,finished,3536
1537485340,iOS,AutodeskUniversity,finished,958
1537484382,iOS,AutodeskUniversity,started,n/a
1537483613,iOS,AutodeskUniversity,started,n/a
1537483292,iOS,DXC,started,n/a
1537482967,iOS,AutodeskUniversity,failed,n/a
1537482263,iOS,AutodeskUniversity,started,n/a
1537481659,Android,AAN Conferences,finished,272
1537481393,Android,AAN Conferences,started,n/a
1537474903,Android,SXSW GO,finished,157
1537474746,Android,SXSW GO,started,n/a
1537470623,iOS,INCmty,finished,2358
1537469881,Android,SXSW GO,finished,297
1537469585,Android,SXSW GO,started,n/a
1537468613,Android,INCmty,finished,330
1537468286,Android,INCmty,started,n/a
1537468265,iOS,INCmty,started,n/a
1537467449,Android,MS Events,finished,200
1537467252,Android,MS Events,started,n/a
1537464059,Android,SAP TechEd,finished,125
1537463935,Android,SAP TechEd,started,n/a
1537461572,Android,Ignite \'18 Europe,finished,184
1537461389,Android,Ignite \'18 Europe,started,n/a
1537452518,iOS,PaloAltoIgnite,finished,1757
1537450762,iOS,PaloAltoIgnite,started,n/a
1537446118,Android,SAP Connect,finished,204
1537445918,Android,SAP Connect,started,n/a
1537440633,iOS,SAPConnect,finished,1027
1537439606,iOS,SAPConnect,started,n/a
1537438811,iOS,SAPConnect,started,n/a
1537398217,iOS,HIMSSevents,finished,4133
1537397181,iOS,TableauConf,started,n/a
1537397135,iOS,TableauConf,started,n/a
1537396637,iOS,TableauConf,started,n/a
1537396628,iOS,TableauConf,started,n/a
1537394084,iOS,HIMSSevents,started,n/a
1537393483,Android,HIMSS Events,finished,254
1537393238,Android,HIMSS Events,started,n/a
1537392715,iOS,HIMSSevents,finished,5340
1537391067,iOS,SAPTechEd,finished,5601
1537387376,iOS,HIMSSevents,started,n/a
1537385669,iOS,HIMSSevents,started,n/a
1537385502,iOS,SAPTechEd,started,n/a
1537385380,iOS,SageIntacct,finished,3020
1537385317,iOS,SAPTechEd,started,n/a
1537382641,Android,Advantage 18,finished,329
1537382556,iOS,MSEvents,started,n/a
1537382359,iOS,SageIntacct,started,n/a
1537382315,Android,Advantage 18,started,n/a
1537378050,Android,Ignite \'18,finished,219
1537377844,Android,Ignite \'18,started,n/a
1537377571,iOS,PaloAltoIgnite,finished,2139
1537375432,iOS,PaloAltoIgnite,started,n/a
1537359249,iOS,PaloAltoIgnite,finished,1613
1537357636,iOS,PaloAltoIgnite,started,n/a
1537357578,iOS,releases/PaloAltoNetworks/Ignite/,started,n/a
1537316818,iOS,SAPTechEd,finished,2406
1537314449,iOS,SAPTechEd,started,n/a
1537306638,iOS,AutodeskUniversity,finished,1054
1537305583,iOS,AutodeskUniversity,started,n/a
1537305432,iOS,AutodeskUniversity,started,n/a
1537300178,Android,SAP TechEd,finished,135
1537300045,Android,SAP TechEd,started,n/a
1537299674,iOS,SAPTechEd,finished,1797
1537297878,iOS,SAPTechEd,started,n/a
1537266112,iOS,PaloAltoIgnite,finished,1506
1537264607,iOS,PaloAltoIgnite,started,n/a
1537262586,iOS,PaloAltoIgnite,started,n/a
1537238354,iOS,DXC,finished,3639
1537234679,iOS,DXC,started,n/a
1537233153,iOS,DXC,started,n/a
1537232743,iOS,DXC,started,n/a
1537225347,iOS,DXC,started,n/a
1537225108,Android,DXC,finished,132
1537224978,Android,DXC,started,n/a
1537222880,Android,INCmty,finished,151
1537222731,Android,INCmty,started,n/a
1537221628,Android,OC5,finished,117
1537221512,Android,OC5,started,n/a
1537221078,iOS,AutodeskUniversity,failed,n/a
1537220382,iOS,AutodeskUniversity,started,n/a
1537219954,iOS,HIMSSevents,finished,3759
1537217501,Android,Adobe MAX,finished,105
1537217400,Android,Adobe MAX,started,n/a
1537217387,Android,Adobe MAX,finished,208
1537217183,Android,Adobe MAX,started,n/a
1537217164,Build,n/a,failed,n/a
1537217102,Android,SplunkEvents,started,n/a
1537216195,iOS,HIMSSevents,started,n/a
1537214022,iOS,HIMSSevents,failed,n/a
1537211427,iOS,HIMSSevents,started,n/a
1537211072,iOS,SAPTechEd,finished,1919
1537209154,iOS,SAPTechEd,started,n/a
1537184675,Android,Ignite \'18,finished,187
1537184494,Android,Ignite \'18,started,n/a
1536970638,iOS,SAPTechEd,finished,1861
1536968777,iOS,SAPTechEd,started,n/a
1536937389,iOS,PaloAltoIgnite,finished,4101
1536933289,iOS,PaloAltoIgnite,started,n/a
1536929052,iOS,PaloAltoIgnite,finished,2975
1536926077,iOS,PaloAltoIgnite,started,n/a
1536913679,iOS,PaloAltoIgnite,finished,2881
1536910797,iOS,PaloAltoIgnite,started,n/a
1536910460,iOS,PaloAltoIgnite,started,n/a
1536901220,iOS,SAPTechEd,finished,1793
1536899392,iOS,SAPTechEd,started,n/a
1536876140,Android,AU Vegas,finished,266
1536875880,Android,AU Vegas,started,n/a
1536875106,Android,SAP TechEd,finished,138
1536874971,Android,SAP TechEd,started,n/a
1536841396,iOS,PaloAltoIgnite,finished,3368
1536838027,iOS,PaloAltoIgnite,started,n/a
1536835425,Android,Ignite \'18,finished,184
1536835252,Android,Ignite \'18,started,n/a
1536835135,Android,Ignite \'18,finished,231
1536834915,Android,Ignite \'18,started,n/a
1536798713,iOS,Sundance,finished,2956
1536796710,iOS,CharlesSchwab,finished,1223
1536795758,iOS,Sundance,started,n/a
1536795588,iOS,Sundance,failed,n/a
1536795487,iOS,CharlesSchwab,started,n/a
1536794693,iOS,Sundance,started,n/a
1536794467,iOS,Sundance,started,n/a
1536794178,iOS,Sundance,started,n/a
1536794147,Android,Sundance 2019,finished,158
1536793991,Android,Sundance 2019,started,n/a
1536793950,iOS,Sundance,started,n/a
1536786524,Android,CharlesSchwab,finished,155
1536786371,Android,CharlesSchwab,started,n/a
1536783419,iOS,INCmty,finished,1850
1536781846,Android,INCmty,finished,277
1536781576,Android,INCmty,started,n/a
1536781569,iOS,INCmty,started,n/a
1536774864,Android,HIMSSevents,finished,280
1536774594,Android,HIMSSevents,started,n/a
1536771924,iOS,PaloAltoIgnite,started,n/a
1536771750,iOS,PaloAltoIgnite,started,n/a
1536765039,iOS,PaloAltoIgnite,started,n/a
1536764733,iOS,PaloAltoIgnite,started,n/a
1536763787,iOS,PaloAltoIgnite,started,n/a
1536762713,iOS,PaloAltoIgnite,started,n/a
1536760802,iOS,MyMWC,finished,1827
1536758975,iOS,MyMWC,started,n/a
1536756205,iOS,PaloAltoIgnite,started,n/a
1536727289,Android,OC5,finished,124
1536727168,Android,OC5,started,n/a
1536721068,iOS,SAPTechEd,started,n/a
1536705438,Android,Adobe MAX,finished,136
1536705306,Android,Adobe MAX,started,n/a
1536690445,Android,INCmty,finished,126
1536690324,Android,INCmty,started,n/a
1536689517,Android,ZillowEvents,finished,132
1536689388,Android,ZillowEvents,started,n/a
1536689293,iOS,INCmty,finished,1777
1536687517,iOS,INCmty,started,n/a
1536680791,Android,Ignite \'18,finished,232
1536680562,Android,Ignite \'18,started,n/a
1536624013,Build,n/a,failed,n/a
1536623996,Android,ZillowEvents,started,n/a
1536619841,iOS,SageIntacct,finished,3676
1536616164,iOS,SageIntacct,started,n/a
1536614798,iOS,SageIntacct,started,n/a
1536610897,iOS,HIMSSevents,finished,4300
1536608564,Android,Adobe MAX,finished,94
1536608472,Android,Adobe MAX,started,n/a
1536606693,iOS,TableauConf,started,n/a
1536606598,iOS,HIMSSevents,started,n/a
1536602153,iOS,HIMSSevents,started,n/a
1536601590,Android,CharlesSchwab,finished,200
1536601393,Android,CharlesSchwab,started,n/a
1536454978,iOS,SAPTechEd,finished,2091
1536452830,iOS,SAPTechEd,started,n/a
1536377882,Android,SAP TechEd,finished,133
1536377748,Android,SAP TechEd,started,n/a
1536369226,iOS,HIMSSevents,finished,2950
1536366704,Android,Adobe MAX,finished,114
1536366592,Android,Adobe MAX,started,n/a
1536366542,iOS,HealthCatalyst,finished,5866
1536366410,Android,OC5,finished,110
1536366302,Android,OC5,started,n/a
1536366276,iOS,HIMSSevents,started,n/a
1536366266,iOS,HIMSS,started,n/a
1536364516,iOS,MSEvents,started,n/a
1536361422,Android,HIMSSevents,finished,257
1536361236,iOS,MSEvents,started,n/a
1536361200,Android,HIMSSevents,started,n/a
1536360677,iOS,HealthCatalyst,started,n/a
1536358173,iOS,MSEvents,started,n/a
1536355362,Build,n/a,failed,n/a
1536355331,Android,HIMSSevents,started,n/a
1536352809,Android,Emerson Exchange,finished,271
1536352545,Android,Emerson Exchange,started,n/a
1536352533,Build,n/a,failed,n/a
1536352391,Android,Emerson Exchange,started,n/a
1536350284,iOS,MSEvents,failed,n/a
1536349752,iOS,HIMSSevents,finished,4110
1536349622,iOS,MSEvents,started,n/a
1536348296,iOS,MSEvents,started,n/a
1536346650,Android,Cisco Events,finished,981
1536345892,iOS,HPI,finished,2708
1536345713,Android,Cisco Events,started,n/a
1536345642,iOS,HIMSSevents,started,n/a
1536343951,iOS,FacebookOculus,started,n/a
1536343185,iOS,HPI,started,n/a
1536341490,iOS,HPI,finished,2401
1536339090,iOS,HPI,started,n/a
1536336004,iOS,ExpoReal,finished,2352
1536333652,iOS,ExpoReal,started,n/a
1536293156,iOS,FacebookOculus,finished,874
1536292282,iOS,FacebookOculus,started,n/a
1536292144,Android,OC5,finished,120
1536292026,Android,OC5,started,n/a
1536279376,iOS,HPI,started,n/a
1536279057,iOS,HPI,started,n/a
1536278944,iOS,HPI,started,n/a
1536278640,Android,MS Events,finished,107
1536278534,Android,MS Events,started,n/a
1536269405,Android,Adobe MAX,finished,157
1536269250,Android,Adobe MAX,started,n/a
1536268282,iOS,CharlesSchwab,finished,1635
1536266648,iOS,CharlesSchwab,started,n/a
1536266624,Android,Adobe MAX,finished,145
1536266482,Android,Adobe MAX,started,n/a
1536262576,iOS,FacebookOculus,finished,748
1536261827,iOS,FacebookOculus,started,n/a
1536258365,iOS,MSEvents,failed,n/a
1536256748,iOS,MSEvents,started,n/a
1536251797,Android,Ignite \'18,finished,190
1536251609,Android,Ignite \'18,started,n/a
1536246205,Android,Ignite \'18,finished,147
1536246061,Android,Ignite \'18,started,n/a
1536193897,iOS,MSEvents,started,n/a
1536192944,iOS,MSEvents,started,n/a
1536192714,iOS,MSEvents,started,n/a
1536191785,Android,SageIntacct,finished,283
1536191505,Android,SageIntacct,started,n/a
1536179403,Android,Emerson Exchange,finished,241
1536179166,Android,Emerson Exchange,started,n/a
1536178173,iOS,SageIntacct,finished,3975
1536177828,iOS,MSEvents,started,n/a
1536177621,iOS,TableauConf,started,n/a
1536177523,iOS,TableauConf,started,n/a
1536177344,iOS,TableauConf,started,n/a
1536177310,iOS,TableauCOnf,started,n/a
1536177243,iOS,TableauCOnf,started,n/a
1536177210,iOS,TableauCOnf,started,n/a
1536177177,iOS,TableauCOnf,started,n/a
1536177110,iOS,TableauCOnf,started,n/a
1536176914,iOS,TableauCOnf,started,n/a
1536176900,iOS,uD,started,n/a
1536174198,iOS,SageIntacct,started,n/a
1536173587,Android,SageIntacct,finished,306
1536173285,Android,SageIntacct,started,n/a
1536169441,Android,Adobe MAX,finished,104
1536169354,iOS,SageIntacct,started,n/a
1536169341,Android,Adobe MAX,started,n/a
1536169034,Android,Adobe MAX,finished,149
1536168887,Android,Adobe MAX,started,n/a
1536168837,iOS,SageIntacct,started,n/a
1536104555,Android,SplunkEvents,finished,95
1536104462,Android,SplunkEvents,started,n/a
1536101971,iOS,SageIntacct,started,n/a
1536098749,Android,Cisco Events,started,n/a
1536098677,iOS,ATTBusinessEvents,finished,866
1536097810,iOS,ATTBusinessEvents,started,n/a
1536095023,iOS,ATTBusinessEvents,started,n/a
1536087331,Android,SageIntacct,finished,614
1536086762,iOS,HealthCatalyst,finished,1686
1536086726,Android,SageIntacct,started,n/a
1536085557,iOS,MSEvents,started,n/a
1536085075,iOS,HealthCatalyst,started,n/a
1536084463,iOS,HealthCatalyst,finished,1672
1536082791,iOS,HealthCatalyst,started,n/a
1535988177,iOS,ExpoReal,finished,2716
1535985461,iOS,ExpoReal,started,n/a
